XIY URC 9
FRA DFW 9
CUN ATL 9
SYD SIN 9
PVG TPE 8
ATL MCI 8
CAN CKG 8
JFK LAX 8
IAD LHR 8
CTU TNA 8
LHR EWR 8
URC LHW 8
CMH ATL 8
XIY KWE 8
XMN CSX 8
RSW ATL 8
PEK INC 8
XMN KMG 8
HGH KWL 8
KMG CSX 8
KMG HGH 8
LHR IAD 8
BNE CNS 8
AMS LIS 8
KMG XMN 8
ATL PBI 8
ACC ABJ 8
ATL CLT 8
WUH XMN 8
NKG FOC 8
MIA CDG 8
BKK NRT 8
LAX OGG 8
ORD DUS 8
LHR ATL 8
CEI BKK 8
HRB TSN 8
ATL BOS 8
XIY CTU 8
NKG KMG 8
MAD FRA 8
ATL LHR 8
LIS AMS 8
BNE AKL 8
MEX MIA 8
TSN DLC 8
KMG WUH 8
BKK KBV 8
FLL ATL 8
BKK CEI 8
BAH AUH 8
CKG LXA 8
KMG XIY 8
LIS BRU 8
ATL CMH 8
CDG TLS 8
PEK HGH 8
XIY PVG 8
CKG CAN 8
JFK FRA 8
CKY DKR 8
SAN ATL 8
LHR SEA 8
TSN HRB 8
HGH SYX 8
ATL RSW 8
MIA LHR 8
JFK LAS 8
SUB SIN 8
WUH KMG 8
SYX HGH 8
EWR LHR 8
TPE PVG 8
DTW ATL 8
TFS LGW 8
LGW TFS 8
ATL FLL 8
KBV BKK 8
HKG SIN 8
NRT BKK 8
AUH BAH 8
HGH PEK 8
ATL DTW 8
SIN HKG 8
KIX TPE 8
ATL MSP 8
CTU XIY 8
ATL LGA 8
LXA CKG 8
MSY ORD 8
FRA MAD 8
SIN NRT 8
COO ABJ 8
NIM OUA 8
DUS ORD 8
NRT SIN 8
LAS JFK 8
CSX XMN 8
KWE XIY 8
SJU ATL 8
KWL HGH 8
STL ATL 8
MRS CDG 8
FOC NKG 8
PBI ATL 8
BRU LIS 8
LAX JFK 8
DLC TSN 8
PMI MAN 8
MCO ATL 8
DKR CKY 8
ATL SAN 8
KMG NKG 8
TPA ATL 8
FRA JFK 8
MEX ATL 8
PVG XIY 8
NRT LAX 8
MAN TFS 8
MAN PMI 8
NKG XMN 8
TPE KIX 8
HGH KMG 8
ATL MCO 8
MEL AKL 8
ATL STL 8
MCI ATL 8
CLT ATL 8
SEA LHR 8
XIY KMG 8
SZX HGH 8
CSX KMG 8
UIO GYE 8
EWR ATL 7
DPS CGK 7
AUH LHE 7
ICN FUK 7
TSN CKG 7
ICN KIX 7
CKG TSN 7
PRG FCO 7
DEN LAX 7
XMN HFE 7
SZX CTU 7
HRB CGO 7
SHA PEK 7
BOS LAX 7
HGH XIY 7
ORF ATL 7
ATL BDL 7
XNN CKG 7
PVG CKG 7
HGH SZX 7
HGH HAK 7
LJG CKG 7
ACE MAN 7
SHA TSN 7
ATL SAT 7
ORD FCO 7
KIX PVG 7
NSI DLA 7
FCO PRG 7
BOM MAA 7
DEN PHX 7
LAX HNL 7
LHR DFW 7
SAT ATL 7
TPE ICN 7
ABJ OUA 7
PEK SHA 7
SHA CAN 7
SFO ICN 7
BOS ATL 7
HGH HKG 7
LJG KMG 7
HRB TNA 7
PHX DEN 7
ATL BWI 7
CSX XIY 7
KMG PVG 7
LAX PVG 7
OUA NIM 7
HKG PVG 7
ICN SFO 7
CGO HRB 7
SLC LAX 7
ATL CHS 7
DCA ATL 7
LHR LIS 7
HBE JED 7
GRU EZE 7
MKE ATL 7
XIY TSN 7
COK BOM 7
DLC PVG 7
ATL LAS 7
MAN ACE 7
ICN TPE 7
TNA XIY 7
ATL PIT 7
DUB ORD 7
KGL NBO 7
PIT ATL 7
WUH CTU 7
CEB ICN 7
AKL MEL 7
HKG HGH 7
CGK DPS 7
AUS ATL 7
LHR MIA 7
SHA SZX 7
FCO ORD 7
ATL MEX 7
MSP LAX 7
AUH AMS 7
OUA ABJ 7
LAX ORD 7
LGW MCO 7
JZH CTU 7
SMF LAX 7
ATL AUS 7
INC PEK 7
LHE AUH 7
MSP ATL 7
LUN HRE 7
CKG XNN 7
LAS ATL 7
ATL EWR 7
LCA LGW 7
CGO KWE 7
PVG KWL 7
CGO KMG 7
KGL BJM 7
XMN WUH 7
SJW HGH 7
LGW LCA 7
JFK ATL 7
XMN XIY 7
ATL DCA 7
ATL BNA 7
FUK ICN 7
KIX ICN 7
SIN MAA 7
CHC SYD 7
SHA CKG 7
TNA CTU 7
ATL TPA 7
TSN SHA 7
TPE SIN 7
LAX BOS 7
ORD DUB 7
XIY HGH 7
BDL ATL 7
EZE GRU 7
SYD CHC 7
KWE KMG 7
LAX GDL 7
SHA CTU 7
ATL CVG 7
MEX LAX 7
MAN PFO 7
SYD MEL 7
XIY CSX 7
TAO XIY 7
MEL SIN 7
JFK YYZ 7
NNG WUH 7
XIY TAO 7
JFK SFO 7
BOM COK 7
MAA BOM 7
HAK HGH 7
LAX MEX 7
AMS AUH 7
YYZ YUL 7
XIY TNA 7
AKL BNE 7
SZX SHA 7
NRT HNL 7
MIA MEX 7
CKG SHA 7
KWE CGO 7
PVG KIX 7
ABJ ACC 7
TSN XIY 7
WUH NNG 7
CKG LJG 7
SFO JFK 7
CTU SZX 7
TNA HRB 7
MCO LGW 7
LHR YYZ 7
PVG HKG 7
XIY KWL 7
BWI ATL 7
FCO JFK 7
LAX SFO 7
KMG CGO 7
MEM ATL 7
ICN CEB 7
CKG PVG 7
HNL NRT 7
HFE XMN 7
LGA ATL 7
TFS MAN 7
PVG CTU 7
CVG ATL 7
PVG DLC 7
JFK FCO 7
GDL LAX 7
CAN SHA 7
CTU SHA 7
KWL PVG 7
ATL SJU 7
OGG LAX 7
XIY XMN 7
ATL MEM 7
SIN SUB 7
CTU PVG 7
HGH SHE 7
ATL ORF 7
SIN MEL 7
SFO LAX 7
CTU JZH 7
HGH SJW 7
JED HBE 7
KMG KWE 7
FNA ROB 7
SHE HGH 7
CTU WUH 7
ATL OKC 7
ATL RIC 7
MEL SYD 7
RIC ATL 7
MAA SIN 7
SIN TPE 7
LAX DEN 7
MUC MAN 6
CKG SZX 6
MAD OPO 6
PEK PVG 6
SDF ATL 6
CCU IXB 6
DAC BKK 6
URC SHA 6
KWL CGO 6
TAO CTU 6
ORD MEX 6
PVG TAO 6
BLR BOM 6
CAN XMN 6
MUC MAD 6
IAH LHR 6
PPT LAX 6
KWL CKG 6
SCL LIM 6
CTA LGW 6
PEK XMN 6
NRT ORD 6
CKG CGO 6
JFK SAN 6
AUH SIN 6
ADD JED 6
KWI DMM 6
DAY ATL 6
CGO DLC 6
TRV BOM 6
LAX SYD 6
YUL LHR 6
ICN TNA 6
MAN DLM 6
ATL YYZ 6
LIS LHR 6
XMN KWL 6
BHX ACE 6
JFK YUL 6
CTU HKG 6
TXL CPH 6
ALC LGW 6
MSY DFW 6
CPH AMS 6
RGN SIN 6
LGW BCN 6
ZRH LIS 6
GDL ATL 6
PEK HRB 6
DMM KWI 6
DLC PEK 6
ORD LAX 6
BRU FCO 6
HET TSN 6
SHA URC 6
DFW MSY 6
NKG CAN 6
DFW LHR 6
YZF YEG 6
SIN AUH 6
CTU PEK 6
CTA FCO 6
CTU XMN 6
GIG EZE 6
VIE BCN 6
BOM TRV 6
CAN CTU 6
ACE EMA 6
KWE SHA 6
SEA ATL 6
CGK PKU 6
DEL LKO 6
HKG KIX 6
TSN HET 6
EZE GIG 6
LGA YYZ 6
INC XIY 6
HGH KWE 6
BCN PMI 6
FRU DME 6
AUA CCS 6
LGW ALC 6
CGK SUB 6
KMG PEK 6
MEX MTY 6
SFO HKG 6
SYD LAX 6
AUH ISB 6
EMA ACE 6
DEL CCU 6
TNA DLC 6
NGO ICN 6
CTU TSN 6
CGO CKG 6
BCN VIE 6
LAX MSP 6
ATL MTY 6
DEL IXJ 6
DEL IXB 6
NKG CSX 6
YUL JFK 6
AMD DEL 6
HKG PEK 6
CKG PEK 6
ATL SLC 6
CDG DFW 6
YYZ JFK 6
SHA TAO 6
ATL MKE 6
TAO SHA 6
ATL SDF 6
ICN MNL 6
DAR NBO 6
CGO KWL 6
XMN NNG 6
BNE DRW 6
MAN LPA 6
LHR YVR 6
ICN TAO 6
SUB CGK 6
SHA XMN 6
KWL XMN 6
LGA YUL 6
ORD YYZ 6
FCO CTA 6
NKG HKG 6
KWE CSX 6
YYZ LGA 6
AMS CPH 6
MAD LIS 6
OPO MAD 6
DEL GAU 6
SIN HKT 6
BLR MAA 6
LHR RDU 6
NNG KMG 6
FOC CSX 6
LKO DEL 6
GOI BOM 6
CDG YUL 6
DRW BNE 6
BHM ATL 6
CAN PVG 6
KMG CAN 6
BNA ATL 6
YYZ LHR 6
ARN LHR 6
GAU DEL 6
IXB CCU 6
YUL CDG 6
TPE BKK 6
CTA DUS 6
KLO MNL 6
DFW LAX 6
TAO ICN 6
BJM KGL 6
CSX FOC 6
PNQ DEL 6
ATL DAY 6
HKG TPE 6
CCU GAU 6
SXR DEL 6
WUH TAO 6
CAN BKK 6
LHR JNB 6
ACE BHX 6
KMG LJG 6
MAN JFK 6
LIS MAD 6
DLC TNA 6
TNA KMG 6
FRA DOH 6
ORD NRT 6
LAX SMF 6
XMN SHA 6
CCU DEL 6
MSP DEN 6
LPA MAD 6
SDJ CTS 6
DEL PNQ 6
BOM DEL 6
MNL TPE 6
LHR IAH 6
PEK NRT 6
ATL HOU 6
YUL YYZ 6
PEK HKG 6
DOH FRA 6
SIN PEN 6
NKG SHE 6
HRB PEK 6
XIY NKG 6
HER DUS 6
LAX PPT 6
MSP PHX 6
KWE HGH 6
LGW PMI 6
DEL SXR 6
LPA MAN 6
JED ADD 6
HRB TAO 6
HBE KWI 6
SZX TSN 6
PVG PEK 6
HKT SIN 6
NRT CAN 6
WNZ CAN 6
XIY INC 6
JNB LHR 6
PVG KMG 6
NRT PEK 6
KWI HBE 6
URC HTN 6
OKC ATL 6
CDG CMN 6
VIE ZRH 6
DEL AMD 6
DEL BLR 6
HKG CTU 6
MEX ORD 6
FRA JED 6
LAX RNO 6
GMP CJU 6
CAN NKG 6
TAO WUH 6
SHE NKG 6
ATL TYS 6
AGP LGW 6
CUN MEX 6
HKG SFO 6
BLR DEL 6
HOU ATL 6
PHX LAX 6
BCN LGW 6
CPH OSL 6
MTY ATL 6
SHA KWE 6
CDG YYZ 6
IXJ DEL 6
DEL BOM 6
ATL SAV 6
CSX KWE 6
LAX KOA 6
DUS HER 6
PEK CKG 6
LAX PHX 6
TAO HRB 6
KWE CTU 6
MFM PVG 6
SZX PVG 6
FCO BRU 6
BKK TPE 6
CLE ATL 6
SKG ATH 6
BKK DAC 6
DUS CTA 6
BRU JFK 6
CTU CAN 6
ROB FNA 6
ICN NGO 6
SHA TSA 6
MNL ICN 6
MCO LAX 6
PVG MFM 6
TXL CTA 6
JED FRA 6
LHR ARN 6
CCS AUA 6
LHR DXB 6
XIY DLC 6
TFS EMA 6
SEA DEN 6
PFO MAN 6
XIY SHE 6
TYS ATL 6
LGW CTA 6
BJM NBO 6
CHS ATL 6
CTU CSX 6
SAN JFK 6
PEK DLC 6
PKU CGK 6
WUH CKG 6
NKG CGQ 6
FRA ATL 6
CKG WUH 6
LAX DFW 6
CMN CDG 6
CAN NRT 6
LGW AGP 6
LHR YUL 6
BOM AMD 6
TSN SZX 6
JRO DAR 6
XMN PEK 6
PEK KMG 6
JFK BRU 6
SFO SEA 6
YVR LHR 6
TNA ICN 6
NKG XIY 6
CAN WNZ 6
PVG LAX 6
NNG XMN 6
AMD BOM 6
KIX HKG 6
CTA TXL 6
SLC ATL 6
KMG SZX 6
HGH CKG 6
PEK CTU 6
TPE MNL 6
YYZ ORD 6
YYC YEG 6
ORD YUL 6
BOM GOI 6
TNA CGQ 6
YYC LHR 6
GAU CCU 6
CSX CKG 6
CJU GMP 6
NRT CTS 6
KMG NNG 6
PMI LGW 6
YYZ ATL 6
LHW XIY 6
MAN MUC 6
TSN CTU 6
CKG HGH 6
BLR GOI 6
SIN RGN 6
LAX SJC 6
YYZ CDG 6
SHE XIY 6
TSA SHA 6
KWL XIY 6
YUL LGA 6
DEN MSP 6
PEN SIN 6
CUN LGW 6
DLM MAN 6
BKK CAN 6
ATL GSO 6
CLO BOG 6
CKG KWL 6
HTN URC 6
MNL KLO 6
CKG URC 6
XMN CAN 6
CKG CSX 6
HKG NKG 6
MXP FCO 6
XIY LHW 6
RDU LHR 6
YUL ORD 6
ISB AUH 6
SZX CKG 6
KMG TNA 6
CTU KWE 6
TUS LAX 6
CTS NRT 6
BOM BLR 6
ATL BHM 6
LIM SCL 6
CSX NKG 6
URC CKG 6
XMN CTU 6
IXB DEL 6
ATL SEA 6
EMA TFS 6
PVG CAN 6
ATL GDL 6
LHR YYC 6
GOI BLR 6
PMI BCN 6
LAX MCO 6
SZX KMG 6
PVG SZX 6
CSX CTU 6
DLA NSI 6
DME FRU 6
TPE HKG 6
DLC CGO 6
SAV ATL 6
LOS ACC 5
BCN MIA 5
HYD MAA 5
TAO DLC 5
DLM LGW 5
DXB LHR 5
DLA BRU 5
NRT PVG 5
XNN PEK 5
PEK LHW 5
DEL HKG 5
BRU EWR 5
SMF SEA 5
SEA HNL 5
PVG HRB 5
AGP MUC 5
HYD BLR 5
MIA MDE 5
LGW DBV 5
LLW LUN 5
ALA TSE 5
KBL DEL 5
KOA LAX 5
HEL ARN 5
EWR BRU 5
DEN LAS 5
GSO ATL 5
LAX ABQ 5
TNA SHE 5
FUK TPE 5
LPA LGW 5
SIN SZX 5
LHR AMS 5
PEK WUH 5
MAD IBZ 5
LGW LAS 5
ACE FUE 5
AQP LIM 5
LKO BOM 5
LJG HGH 5
KWE PVG 5
BNE SYD 5
LJG JHG 5
TSN XMN 5
DLA SSG 5
NRT KHH 5
SYX XMN 5
BCN AMS 5
TFS BHX 5
PEK ORD 5
PEK XNN 5
ARN TXL 5
HKG DPS 5
PHL DEN 5
NRT OKA 5
XIY FOC 5
NGO PVG 5
PER MEL 5
BLR PNQ 5
DEN SLC 5
BOM CJB 5
FLR VIE 5
HKG CKG 5
PVG BKK 5
SJD LAX 5
OPO LIS 5
ALC MAN 5
YNT HRB 5
HRG LGW 5
LAX SLC 5
CSX HGH 5
JHG LJG 5
TYN HGH 5
MIA MXP 5
LXA CTU 5
LGW AYT 5
TAO CGO 5
CCS MAR 5
NRT PUS 5
DTW FRA 5
MAN AGP 5
CGK BPN 5
MNL NRT 5
AUH KWI 5
TSE ALA 5
XMN TSN 5
PVG SYX 5
CTU XNN 5
XNA ATL 5
CSX PEK 5
MSY DTW 5
PVG NGO 5
MUC AGP 5
MAN ORD 5
MXP MIA 5
YYZ LAX 5
MEL WLG 5
CAN TNA 5
BLR COK 5
LGW CUN 5
STT SJU 5
LGW FUE 5
TPA FLL 5
PVG SHE 5
SFO ORD 5
ACE GLA 5
PVG ORD 5
SYD WLG 5
YNT ICN 5
SJU JFK 5
NNG XIY 5
MAA BLR 5
SAN LAX 5
SIN ICN 5
MSP ORD 5
TSN CSX 5
HYD PNQ 5
ABQ ATL 5
DEL KBL 5
KWE WUH 5
PVG NRT 5
CKG HKG 5
JFK MAN 5
DEL KTM 5
CEB MNL 5
SRQ ATL 5
CLO MIA 5
MSY EWR 5
BKO DKR 5
HRB PVG 5
WUH PVG 5
VIE FLR 5
XNN CTU 5
BEG FRA 5
MIA MAD 5
BOS ORD 5
DEL LHR 5
ICN LAX 5
WUH KWE 5
OGG HNL 5
CTU TYN 5
BOM NAG 5
TAO CGQ 5
KWI JED 5
PNQ BLR 5
BCN OPO 5
LGW SSH 5
DOH DXB 5
VIE FRA 5
HAK NKG 5
SYD ADL 5
TNA FOC 5
CAN KMG 5
LGW HRG 5
CAN TAO 5
SSG DLA 5
CMB AUH 5
YYZ DFW 5
DAC CCU 5
DEN DTW 5
DEL DXB 5
WDH JNB 5
MAA DEL 5
EDI CDG 5
SLU FDF 5
CDG BCN 5
KIX PUS 5
ATL FRA 5
EMA PMI 5
DEL HYD 5
ABQ LAX 5
DXB DEL 5
BRU DKR 5
BKK PVG 5
PNH SIN 5
SYX PVG 5
MUC CTA 5
MDE MIA 5
NAG BOM 5
LGA ORD 5
CCU IXA 5
PHL LHR 5
PEK TAO 5
FCO ATH 5
FCO ATL 5
HGH TSN 5
CGN PMI 5
ARN HEL 5
ATL CZM 5
CTU KWL 5
CGQ TAO 5
PRG BCN 5
COK BLR 5
MIA MSY 5
HLD HET 5
HRB YNT 5
PAT DEL 5
LAX BNA 5
WUH HGH 5
ABZ LHR 5
SIN CMB 5
INC PVG 5
HLD PEK 5
MAN LHR 5
MUC HER 5
LAX YYZ 5
BOG MIA 5
PEK CGQ 5
LHR WAW 5
SIN JOG 5
BOM IXE 5
ZRH VIE 5
OTP BCN 5
JFK CUN 5
WNZ XIY 5
KBL DXB 5
HKT HKG 5
BCN WAW 5
DEL VNS 5
NKG CKG 5
MNL CEB 5
JFK SJU 5
MSP SEA 5
LAX SEA 5
LAX IAH 5
CKG TNA 5
NRT MNL 5
VLC PMI 5
PTP FDF 5
CGQ PEK 5
CHA ATL 5
PRG CDG 5
HER MUC 5
VIE TXL 5
SHA HND 5
ZUH PVG 5
ALG CDG 5
SYD BNE 5
LAX YVR 5
JFK SEA 5
LCA MAN 5
MVD GRU 5
SYX CTU 5
CTU LXA 5
PMI CGN 5
CMB SIN 5
BOS CUN 5
ATL PNS 5
PEK KWL 5
ORD LGA 5
SHA SJW 5
BRU BCN 5
CAK ATL 5
IXE BOM 5
SYX CGO 5
LAX TUS 5
BOM LKO 5
HGH CSX 5
HAK CGO 5
YYZ FCO 5
CSX SYX 5
OPO BRU 5
PRG ARN 5
FCO VIE 5
TIP TUN 5
FUE LGW 5
PVG HAK 5
XIY SZX 5
TAO PEK 5
CTS SDJ 5
CCU DAC 5
AYT HAM 5
PVG CGQ 5
PNS ATL 5
YVR LAX 5
MIA AUA 5
CAN HAK 5
TIV DME 5
DFW MSP 5
PEK FOC 5
CDG PRG 5
AUH CMB 5
AUA MIA 5
RAK LGW 5
TNA CKG 5
FOC XIY 5
LHW PEK 5
IXR DEL 5
JAI BOM 5
LAX LIH 5
CTU HAK 5
IBZ MAD 5
NRT HKG 5
MEL PER 5
ICN YNT 5
DFW CDG 5
WAW LHR 5
AYT DUS 5
BNA LAX 5
SIN DXB 5
CTU TAO 5
FRA HEL 5
YVR SEA 5
VIE FCO 5
XNN CGO 5
GRU MAD 5
PMI EMA 5
VQS SJU 5
WNZ CKG 5
DBV LGW 5
HKG NRT 5
VIE MUC 5
CJB BOM 5
LJG CTU 5
PEK HAK 5
GIG GRU 5
MAA IXZ 5
PPS MNL 5
STL LAX 5
PMI BHX 5
JOG CGK 5
SEA JFK 5
PUS KIX 5
SZX KHN 5
CGO HAK 5
CGN TXL 5
XIY HRB 5
TXL ARN 5
LUN LLW 5
HND SHA 5
HAK PEK 5
IAD CDG 5
TAO KIX 5
JED RUH 5
BLR CCU 5
LIS ORY 5
KHN CAN 5
WUH PEK 5
CTU NKG 5
DXB SIN 5
MAD LPA 5
VVO ICN 5
JFK GRU 5
CCU BOM 5
SIN LGK 5
PVG ICN 5
BDO SIN 5
GRU JFK 5
KHH NRT 5
LIM MIA 5
XMN SYX 5
YYZ DTW 5
AMS BCN 5
GDL MTY 5
CUN BOS 5
CCU IXZ 5
SIN MNL 5
LHR ABZ 5
BNE MEL 5
MAA COK 5
CDG LYS 5
NGB TAO 5
FOC PEK 5
CCU BLR 5
NNG SHA 5
FUE MAN 5
MAN LCA 5
FOC HAK 5
CAN HFE 5
HGH TYN 5
EBB KGL 5
CTU SYX 5
NRT DLC 5
SYX CKG 5
BNE ADL 5
TIA MXP 5
NKG HAK 5
IST IKA 5
PHX PDX 5
DLC TAO 5
ATL SRQ 5
DFW MEX 5
ORD YYC 5
SYD HKG 5
SFO HNL 5
DXB KBL 5
JOG SIN 5
DLC XIY 5
MAR CCS 5
SIN SGN 5
BCN PRG 5
WLG SYD 5
ATL FCO 5
VIE CPH 5
BRU KGL 5
KUL DAC 5
CGQ NKG 5
TSN HGH 5
NGB CSX 5
VRN TIA 5
ICN PVG 5
MUC VIE 5
PMI VLC 5
FOC TNA 5
PEK CSX 5
LHR ATH 5
HAK FOC 5
TUS ATL 5
PTY MIA 5
CTA MUC 5
HGH WUH 5
ORD SFO 5
URC CTU 5
JAN ATL 5
ELP LAX 5
TAO CAN 5
ORY OPO 5
LAX SJD 5
RNO LAX 5
SZX NKG 5
BHX FUE 5
OKA NRT 5
KIX TAO 5
FLL TPA 5
FIH DLA 5
LHR BOM 5
YYC ORD 5
CSX NGB 5
CPH VIE 5
FRA AUH 5
MAN ALC 5
PVG INC 5
PMV CCS 5
CAN KHN 5
LHR EDI 5
TAO NGB 5
SYD HNL 5
OVB SVX 5
SYD PER 5
MAD TFN 5
CZM ATL 5
MDW ATL 5
LED DME 5
TXL VIE 5
MSY MIA 5
SEA LAX 5
WLG MEL 5
NBO DAR 5
HKG SHA 5
CKG SYX 5
MAD BRU 5
DEL IXR 5
ORD JFK 5
PVG WUH 5
SEA PHX 5
MEL ADL 5
XIY WNZ 5
DLC NRT 5
ABJ LFW 5
SFO DFW 5
KWL CTU 5
IXZ CCU 5
EDI LHR 5
JED KWI 5
MXP TIA 5
ATL XNA 5
HKG HKT 5
VIE MXP 5
FRA BEG 5
STM MAO 5
HFE CAN 5
BKI HKG 5
YYZ MCO 5
DZA HAH 5
KIX GMP 5
BKK BOM 5
ORD MAN 5
SVX OVB 5
SHA CSX 5
MCO YYZ 5
HAK CAN 5
MNL SIN 5
BCN OTP 5
MIA BOG 5
CGO TAO 5
MSP DFW 5
OPO ORY 5
HET HLD 5
ATL TUS 5
HKG DEL 5
YWK YZV 5
ORD BOS 5
CDG ALG 5
SJD ATL 5
ICN SIN 5
SHE TNA 5
DOH MCT 5
SYD CNS 5
LHR PHL 5
AGP MAN 5
LAX ICN 5
FCO MXP 5
EWR MSY 5
DUS PMI 5
BHX TFS 5
SZX NNG 5
CAN WUH 5
SZX XIY 5
LCA ATH 5
ADL BNE 5
XMN CGO 5
GYE UIO 5
HGH XMN 5
NKG DLC 5
HAK CKG 5
ORD MSP 5
SHE PVG 5
HSV ATL 5
SSH LGW 5
HGH LJG 5
SEA SFO 5
YZV YWK 5
CPH TXL 5
DME TIV 5
CGO CTU 5
BCN CDG 5
CAN TSN 5
NKG SZX 5
ADL SYD 5
DME VIE 5
DME OSS 5
CWB POA 5
ORY LIS 5
KWL PEK 5
XIY PEK 5
CGK JOG 5
COK MAA 5
GVA LIS 5
RUH JED 5
CKG WNZ 5
AUH FRA 5
PHX MSP 5
LGW RAK 5
BOM BKK 5
PMI DUS 5
MAD GRU 5
CKG HAK 5
ORD PVG 5
XMN HKG 5
KWE CKG 5
PEK NGB 5
CSX SHA 5
DEN MSY 5
AGP BRU 5
VIE DME 5
SGN SIN 5
GMP KIX 5
PFO LGW 5
FCO YYZ 5
LGW DLM 5
OPO BCN 5
DFW MAD 5
DTW DEN 5
TPE FUK 5
CGN AYT 5
CKG NKG 5
SHA KMG 5
BOM LHR 5
MIA BCN 5
LIM CUZ 5
SJW SHA 5
HNL HND 5
FRA LIS 5
SFO PVR 5
MSY DEN 5
TAO PVG 5
DLC NKG 5
MAD MIA 5
CKG XMN 5
SFO TPE 5
AYT CGN 5
HRB XIY 5
BOM HYD 5
PEK XIY 5
JFK NRT 5
VNS DEL 5
TYN CTU 5
CGO SYX 5
MAN SSH 5
BEL STM 5
MAD DFW 5
XMN CKG 5
LHR MAN 5
AGP PMI 5
ATL JAN 5
BRS TFS 5
LAX AUS 5
XMN HGH 5
KTM DEL 5
MCT DOH 5
DEN SEA 5
HND HNL 5
DEN DFW 5
MIA LIM 5
BRU MAD 5
GRU MVD 5
PEK HLD 5
ATL CLE 5
HKT KUL 5
PER DPS 5
DFW DEN 5
SVQ PMI 5
CGQ TNA 5
HYD BOM 5
KUL HKT 5
DPS HKG 5
JNB WDH 5
BPN CGK 5
DKR BRU 5
SEA YVR 5
MXP VIE 5
SZX SIN 5
LGK SIN 5
SCL EZE 5
LAX LIM 5
KMG SHA 5
ATL ABQ 5
LAS DEN 5
KWE SZX 5
PUS TAO 5
CKG KWE 5
SIN BDO 5
FAO LGW 5
BAH DXB 5
MSP SFO 5
DXB JED 5
LGW FAO 5
PEK SEA 5
ATL PDX 5
DFW YYZ 5
TFN MAD 5
LAS LGW 5
TNA CAN 5
LHR DEL 5
MNL PPS 5
SXM DOM 5
PVR SFO 5
DAC KUL 5
SYX CSX 5
NGB PEK 5
HAM AMS 5
WUH CAN 5
CTA STR 5
PVG KWE 5
IAH LAX 5
TPE SFO 5
LAX SAN 5
MIA CLO 5
IDR DEL 5
BRU OPO 5
NNG SZX 5
CDG IAD 5
DUS AYT 5
BCN BRU 5
AYT LGW 5
LPB VVI 5
BRU DLA 5
XIY NNG 5
SHA XIY 5
MEL BNE 5
LJG XIY 5
LIM LAX 5
ORD YVR 5
SJU VQS 5
PNQ HYD 5
HKG XMN 5
IKA IST 5
DEL PAT 5
CTU CGO 5
CTU URC 5
HNL SYD 5
FRA VIE 5
CGQ PVG 5
SHA HKG 5
GLA ACE 5
BCN TFN 5
SSH MAN 5
HEL FRA 5
HAK PVG 5
HKG BKI 5
MAA HYD 5
CTU LJG 5
TAO PUS 5
BRS PMI 5
MAN FUE 5
FUE BHX 5
